"id" "dam" "sire" "parAvgU" "mendel" "u" "r" "p" "is" "gen"
"1" NA NA NA NA -0.392810057141751 -0.0835546372889789 19.5236353055693 0 1
"2" NA NA NA NA -0.675000721054221 0.142016979527793 19.4670162584736 0 1
"3" NA NA NA NA -0.441697806640317 1.89195822885855 21.4502604222182 0 1
"4" NA NA NA NA -1.02997068134807 -1.29820649890591 17.671822819746 0 1
"5" NA NA NA NA -1.91262223778602 0.466818339721932 18.5541961019359 0 1
"6" NA NA NA NA -0.908928987640383 -0.825778842208052 18.2652921701516 0 1
"7" NA NA NA NA -1.72409372682129 0.628570750762681 18.9044770239414 0 1
"8" NA NA NA NA -1.17193021717213 -0.232092250801385 18.5959775320265 0 1
"9" NA NA NA NA -0.227018916806826 0.478563416121141 20.2515444993143 0 1
"10" NA NA NA NA -0.316181397805916 -0.285312295306237 19.3985063068878 0 1
"11" NA NA NA NA -0.384169957321712 -0.714475478045716 18.9013545646326 0 1
"12" NA NA NA NA 0.149660594776459 -0.437773730243323 19.7118868645331 0 1
"13" NA NA NA NA -0.354741280144584 0.434113963985273 20.0793726838407 0 1
"14" NA NA NA NA -0.0479450449460496 0.381674971322061 20.333729926376 0 1
"15" NA NA NA NA -0.723506020670676 0.0257141151844396 19.3022080945138 0 1
"16" NA NA NA NA -0.967212026081969 -0.163232646420584 18.8695553274974 0 1
"17" NA NA NA NA 0.00872857762015623 0.928172180655258 20.9369007582754 0 1
"18" NA NA NA NA 0.879038529369809 -0.00414050863261255 20.8748980207372 0 1
"19" NA NA NA NA -1.2259596748506 0.159506900245912 18.9335472253953 0 1
"20" NA NA NA NA 0.579799810743144 -0.865040246720775 19.7147595640224 0 1
"21" NA NA NA NA -0.493302276298488 -0.137509545797662 19.3691881779039 0 1
"22" NA NA NA NA -0.216063030505529 0.91622956685387 20.7001665363483 0 1
"23" NA NA NA NA 0.379521511503354 0.221763050534665 20.601284562038 0 1
"24" NA NA NA NA -1.25668633202972 -0.0140351941521104 18.7292784738182 0 1
"25" NA NA NA NA -1.1791721971165 0.502607338998414 19.3234351418819 0 1
"26" NA NA NA NA -1.09016833332548 0.9239584749247 19.8337901415992 0 1
"27" NA NA NA NA 1.0614159535012 2.69268642780677 23.754102381308 0 1
"28" NA NA NA NA 1.71678549356575 -0.465599095914951 21.2511863976508 0 1
"29" NA NA NA NA -0.229999046030303 2.01318605598393 21.7831870099536 0 1
"30" NA NA NA NA -0.465475229766733 0.538226810214609 20.0727515804479 0 1
"31" NA NA NA NA -0.350917780715421 -0.740492747179937 18.9085894721046 0 1
"32" NA NA NA NA -2.51068173204438 0.57350333056939 18.062821598525 0 1
"33" NA NA NA NA -1.17808929806306 1.38344068251105 20.205351384448 0 1
"34" NA NA NA NA 1.67858478343058 0.691396561073585 22.3699813445042 0 1
"35" NA NA NA NA 0.787770807766656 0.234500601683934 21.0222714094506 0 1
"36" NA NA NA NA 1.41672245746676 0.583971737667113 22.0006941951339 0 1
"37" NA NA NA NA 0.515748962367634 0.153205670852493 20.6689546332201 0 1
"38" NA NA NA NA 0.804821190932821 -1.54748366197197 19.2573375289609 0 1
"39" NA NA NA NA 0.33091852739463 0.485137129117 20.8160556565116 0 1
"40" NA NA NA NA -0.504900840190629 -0.222801315965527 19.2722978438438 0 1
"41" NA NA NA NA -0.44118734437992 -1.50575664174922 18.0530560138709 0 1
"42" NA NA NA NA 0.272650978753358 -0.225538325587567 20.0471126531658 0 1
"43" NA NA NA NA -1.60647331669312 -0.240173986523382 18.1533526967835 0 1
"44" NA NA NA NA 2.20723060355944 0.278264252828592 22.485494856388 0 1
"45" NA NA NA NA -0.547705119648585 0.557916198744641 20.0102110790961 0 1
"46" NA NA NA NA -0.688581705846 0.887950612527168 20.1993689066812 0 1
"47" NA NA NA NA -0.530313856186486 -0.257573938146938 19.2121122056666 0 1
"48" NA NA NA NA -0.304828154759133 0.184452702363132 19.879624547604 0 1
"49" NA NA NA NA -0.395553776928143 0.170220075059085 19.7746662981309 0 1
"50" NA NA NA NA -0.406159142220665 -0.178044824004735 19.4157960337746 0 1
"51" NA NA NA NA 0.00581002746903287 -1.60821609151276 18.3975939359563 0 1
"52" NA NA NA NA -0.515493324365276 -0.326785474775916 19.1577212008588 0 1
"53" NA NA NA NA 0.529219865353984 -0.199826011870121 20.3293938534839 0 1
"54" NA NA NA NA -1.69602672519892 -0.650749267426583 17.6532240073745 0 1
"55" NA NA NA NA 0.71749851086564 2.0221197021909 22.7396182130565 0 1
"56" NA NA NA NA -0.654083544860142 -0.167996421828039 19.1779200333118 0 1
"57" NA NA NA NA 0.430819363937228 -1.18414228223697 19.2466770817003 0 1
"58" NA NA NA NA 0.752062350535364 0.221650143103056 20.9737124936384 0 1
"59" NA NA NA NA 0.228287901125388 0.597337511255459 20.8256254123808 0 1
"60" NA NA NA NA -1.18436184581136 0.388047208020995 19.2036853622096 0 1
"61" NA NA NA NA 0.0752045773569542 -0.353960578109296 19.7212439992477 0 1
"62" NA NA NA NA 0.670912602004236 -1.27761495237921 19.393297649625 0 1
"63" NA NA NA NA -1.15906692997083 -0.920761817754171 17.920171252275 0 1
"64" NA NA NA NA -0.118535938776394 1.90816577223865 21.7896298334623 0 1
"65" NA NA NA NA 1.01264461134033 -0.718895734719905 20.2937488766204 0 1
"66" NA NA NA NA 0.721823184162421 -0.368814635678032 20.3530085484844 0 1
"67" NA NA NA NA -0.00820826617159808 -1.15738842245426 18.8344033113741 0 1
"68" NA NA NA NA -1.89964687530465 1.55109761318516 19.6514507378805 0 1
"69" NA NA NA NA 0.0126067733140507 -0.317074141955472 19.6955326313586 0 1
"70" NA NA NA NA 1.93339372164589 -0.343898408711569 21.5894953129343 0 1
"71" NA NA NA NA -0.624878149853145 -2.10812841545584 17.266993434691 0 1
"72" NA NA NA NA -0.965443095253256 -1.00546820935181 18.0290886953949 0 1
"73" NA NA NA NA -1.2929127328524 0.0792331868775247 18.7863204540251 0 1
"74" NA NA NA NA -0.34617849897704 -0.140835220533024 19.5129862804899 0 1
"75" NA NA NA NA 1.29156330279823 0.284415275505796 21.575978578304 0 1
"76" NA NA NA NA -0.255071445030189 -0.998787642904384 18.7461409120654 0 1
"77" NA NA NA NA -1.20392308316933 -0.281483425177964 18.5145934916527 0 1
"78" NA NA NA NA 1.3217988758981 0.364610064165071 21.6864089400632 0 1
"79" NA NA NA NA 0.6914881558854 -1.14391650457723 19.5475716513082 0 1
"80" NA NA NA NA 1.29962172302446 -0.309791131541519 20.9898305914829 0 1
"81" NA NA NA NA -0.192833306510675 -0.586583207494686 19.2205834859946 0 1
"82" NA NA NA NA 0.180605214627919 -0.322625818831584 19.8579793957963 0 1
"83" NA NA NA NA -0.762870377481359 0.474941840181406 19.7120714627 0 1
"84" NA NA NA NA -0.265034106389193 0.854819762387461 20.5897856559983 0 1
"85" NA NA NA NA -1.48228929901859 -0.381887770171742 18.1358229308097 0 1
"86" NA NA NA NA 1.09980555112907 0.159761815280642 21.2595673664097 0 1
"87" NA NA NA NA -0.151211305720853 1.15653798438452 21.0053266786637 0 1
"88" NA NA NA NA -0.791893796888134 -0.200292500925949 19.0078137021859 0 1
"89" NA NA NA NA 1.01503974560478 -2.55034973759513 18.4646900080096 0 1
"90" NA NA NA NA -0.931469840348395 1.27671030154646 20.3452404611981 0 1
"91" NA NA NA NA 1.18609956592457 -1.34036422187879 19.8457353440458 0 1
"92" NA NA NA NA -0.422899246103205 -1.07920461360965 18.4978961402871 0 1
"93" NA NA NA NA -0.67095427758155 -0.578578763732674 18.7504669586858 0 1
"94" NA NA NA NA -0.178117715926317 0.214313800057685 20.0361960841314 0 1
"95" NA NA NA NA 0.0777286810887519 -1.21147623268619 18.8662524484026 0 1
"96" NA NA NA NA -0.600734966014561 -0.228388099442771 19.1708769345427 0 1
"97" NA NA NA NA 0.828391960908456 0.517799383106935 21.3461913440154 0 1
"98" NA NA NA NA -1.38261447981774 0.723660080656522 19.3410456008388 0 1
"99" NA NA NA NA 0.498096717897947 -1.0001062923333 19.4979904255647 0 1
"100" NA NA NA NA 0.532969945793123 -0.64612333581826 19.8868466099749 0 1
"101" NA NA NA NA -0.564264068565625 0.177931528167912 19.6136674596023 0 1
"102" NA NA NA NA 0.444569369847136 0.373949465409673 20.8185188352568 0 1
"103" NA NA NA NA 1.62294001746761 -0.485450301382523 21.1374897160851 0 1
"104" NA NA NA NA 0.445871819482642 0.390867211919873 20.8367390314025 0 1
"105" NA NA NA NA 0.586675752818793 0.366676188095149 20.9533519409139 0 1
"106" NA NA NA NA 0.077075851817012 -0.370086211903754 19.7069896399133 0 1
"107" NA NA NA NA -0.844307418839884 1.04790674883061 20.2035993299907 0 1
"108" NA NA NA NA -0.184237235739211 -0.102445918907197 19.7133168453536 0 1
"109" NA NA NA NA -0.529950728085649 -1.16722153593221 18.3028277359821 0 1
"110" NA NA NA NA -1.08178182397324 -0.0917252882589476 18.8264928877678 0 1
"111" NA NA NA NA -1.79499003034641 0.454375855538376 18.659385825192 0 1
"112" NA NA NA NA -0.893985277036907 -0.779364364186567 18.3266503587765 0 1
"113" NA NA NA NA -1.38069785751701 0.824984963326553 19.4442871058095 0 1
"114" NA NA NA NA 0.0133916439748663 -0.82636210364311 19.1870295403318 0 1
"115" NA NA NA NA -1.0109521274582 1.50095682485371 20.4900046973955 0 1
"116" NA NA NA NA 0.812846905807867 -0.307807935070429 20.5050389707374 0 1
"117" NA NA NA NA -2.16746610867955 0.573223830797495 18.4057577221179 0 1
"118" NA NA NA NA -0.460751296240809 0.831925201475183 20.3711739052344 0 1
"119" NA NA NA NA 1.82855253254923 0.711510853214035 22.5400633857633 0 1
"120" NA NA NA NA 0.514577065261426 -0.471218605501199 20.0433584597602 0 1
"121" NA NA NA NA -0.77135851194593 0.406788533925841 19.6354300219799 0 1
"122" NA NA NA NA -0.059610547782511 0.143651716203132 20.0840411684206 0 1
"123" NA NA NA NA -1.2061094174115 1.68345361473471 20.4773441973232 0 1
"124" NA NA NA NA -1.55618322312168 -0.357149122845391 18.0866676540329 0 1
"125" NA NA NA NA 2.01352000766513 -0.0393564589473042 21.9741635487178 0 1
"126" NA NA NA NA -0.302192758103826 -0.19516232426562 19.5026449176306 0 1
"127" NA NA NA NA -1.32710037664634 -0.62456475071764 18.048334872636 0 1
"128" NA NA NA NA -2.17712330457131 -1.20672356415357 16.6161531312751 0 1
"129" NA NA NA NA 0.0130863185788789 -1.46991164579418 18.5431746727847 0 1
"130" NA NA NA NA -1.58622657848018 1.21792813724157 19.6317015587614 0 1
"131" NA NA NA NA -0.531185773518287 2.30637810529163 21.7751923317733 0 1
"132" NA NA NA NA -1.01979431266377 -1.94678284441394 17.0334228429223 0 1
"133" NA NA NA NA 1.02092183825083 -0.59556136886652 20.4253604693843 0 1
"134" NA NA NA NA 0.406458454675716 -0.505725961878267 19.9007324927974 0 1
"135" NA NA NA NA -0.442217760247922 1.20491374815611 20.7626959879082 0 1
"136" NA NA NA NA 1.55342363991035 0.703635493386411 22.2570591332968 0 1
"137" NA NA NA NA 1.30687862626312 -1.40255254432786 19.9043260819353 0 1
"138" NA NA NA NA -0.797488154879165 0.966977468111999 20.1694893132328 0 1
"139" NA NA NA NA 1.12913057990173 -0.888728607548091 20.2404019723536 0 1
"140" NA NA NA NA 0.315331770210374 -0.71524029115174 19.6000914790586 0 1
"141" NA NA NA NA -1.56271464425088 0.606074818913035 19.0433601746622 0 1
"142" NA NA NA NA -0.563035237638926 -1.22915382435512 18.207810938006 0 1
"143" NA NA NA NA -0.155450144504981 0.361806855109452 20.2063567106045 0 1
"144" NA NA NA NA 0.641348165774986 -2.62533076218035 18.0160174035946 0 1
"145" NA NA NA NA -0.629420401948991 0.280054478256668 19.6506340763077 0 1
"146" NA NA NA NA -0.810738970349445 -0.560799162440112 18.6284618672104 0 1
"147" NA NA NA NA 0.42962435348952 -0.173105405975447 20.2565189475141 0 1
"148" NA NA NA NA 0.815994315384823 -0.831653032923802 19.984341282461 0 1
"149" NA NA NA NA -1.30269646516236 -0.514234645498179 18.1830688893395 0 1
"150" NA NA NA NA -1.68500458552219 -1.37855369144023 16.9364417230376 0 1
"151" NA NA NA NA 1.16397171156489 -2.44000382918435 18.7239678823805 0 1
"152" NA NA NA NA -0.55271269214334 -0.592414643250717 18.8548726646059 0 1
